No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,gender
293,HRMN-0293,Pineapple Pleasure,Mine. Perfumery,205600,30,EDP,"Pineapple, Passionfruit, Strawberry","Peony, Red Berries, Lily of the Valley","White Musk, Oakmoss, Sandalwood",Day,Unisex
294,HRMN-0294,Golden Pear,Mine. Perfumery,192750,30,EDP,"Californian Lemon, Mandarin, Pear","Orange Blossom, Aldehydic, Fruity","Cotton Candy, White Musk, Sea Salt",Day,Unisex
295,HRMN-0295,Koko Kink,Mine. Perfumery,192750,30,EDP,"White Coconut, Vanilla Absolut, Sea Salt,","Orchid, Sun Rays, Tonka,","Benzoin, Musk, Sandalwood",Day,Unisex
296,HRMN-0296,Berry Bash,Mine. Perfumery,192750,30,EDP,"Raspberry, Blackberry, Strawberry","Watermelon, Ozone, Apple","Amber, Musk, Praline",Day,Unisex
297,HRMN-0297,Fig-Urative ,Mine. Perfumery,192750,30,EDP,"Bergamot, Pink Pepper, Cardamom","Orris Root, Violet, Fig","Vanilla, Sandalwood, Musk",Day,Unisex
298,HRMN-0298,UNTAMED,Mine. Perfumery,305600,50,EDP,"Citrus, Pink Pepper, Orange Blossom","Toasted Almond, Sandalwood, Juniper","Oud, Vanilla, Indonesian Patchouli",Night,Unisex
299,HRMN-0299,ETHEREAL EXTREME,Mine. Perfumery,305600,50,EDP,"Toasted Almond, Bergamot, Pink Pepper","Babys Breath, Ambergris, Bezoin","Maple, Tonka Bean, Salted Caramel",Night,Unisex
300,HRMN-0300,2022,Mine. Perfumery,338400,50,EDP,"Bergamot, Rhubarb",Lily,Vanilla,Day,Unisex
301,HRMN-0301,Sakura Sake,Mine. Perfumery,338400,50,EDP,"Strawberry, Momo Peach, Sake","Blackcurrant, Cherry Blossom, Rosewood oil","Creamy Sandalwood, Ethyl Maltol, Ambrette",Day,Unisex
302,HRMN-0302,TATAMI,Mine. Perfumery,274950,50,EDP,"Plum, Earl Grey, orange Blossom","Peony Rose, Blackcurrant, bud Lily of the Valley","Ambrettolide, Violet Leaf, Tea Leaf",Day,Unisex
303,HRMN-0303,UNBOUND,Mine. Perfumery,418000,50,EDP,"Nutmeg, Cardamom, Tobacco","Taekwood, Gula Aren, Mahogany","Javanese Vanilla, Sandalwood, Cacao",Versatile,Unisex
304,HRMN-0304,LUCID DREAMS,Mine. Perfumery,320800,50,EDP,"Air, White Peach, Gardenia","Solar, Maltol, Vanillin","White Musk, Ambergris, Ambroxan",Day,Unisex
305,HRMN-0305,FLORAISON ,Mine. Perfumery,320800,50,EDP,"Pink Pepper, Peony, Lychee, Wild Berry,","Hedione, Rose Otto Oil,","White Musk, Patchouli, Bois De Rose",Day,Unisex
306,HRMN-0306,LA BOHÈME,Mine. Perfumery,260650,50,EDP,"Forest Mist, Cannabis, Raspberry Ketone","Oakmoss, Violet, Vanillin","Patchouli, Wild Vetiver, Ethyl Maltol",Night,Unisex
307,HRMN-0307,ALMALIKA,Mine. Perfumery,300750,50,EDP,"Desert Lavender, Fir Needle, Black Pepper, Myrrh","Lilac, Desert Rose","White Oud, Guaiacwood, Vanillin",Night,Unisex
308,HRMN-0308,ETHEREAL,Mine. Perfumery,300750,50,EDP,"Vanillin, Almond, Hedione","Bergamot, Baby's Breath, Pink Pepper","Sandalwood, Cashmeran and Orange",Day,Unisex
309,HRMN-0309,NARCOTIQUE,Mine. Perfumery,320800,50,EDP,"Blood Orange, Bergamot, Sicilian Lemon","Sea Salt, Cardamom, Petitgrain","Vetiver, Cedarwood, Ambrette",Day,Unisex
310,HRMN-0310,Ruby Royale,Mine. Perfumery,320800,50,XDP,"Cassis, Peony, Rose, Lavandin, Violet","Ruby, Strawberry, White Peach","Ambroxan, Patchouli, Pine, Amber",Night,Unisex
311,HRMN-0311,Oud Absolute,Mine. Perfumery,345400,50,XDP,"Blackcurrant, Wild Berry, Geranium","Benzoin, Jasmine, Musk, Resinous Vetiver","Amber, Oud, Ambroxan, Patchouli, Sandalwood, Maltol",Night,Unisex
312,HRMN-0312,With Love,Mine. Perfumery,423000,50,EDP,"Baby’s Breath, Coconut, Mimosa","Amber, Sandalwood, Vanillin",Clean Musk,Day,Unisex
313,HRMN-0313,2021,Mine. Perfumery,423000,50,EDP,"Urban Greenery, Lemon Zest, Pink Pepper","Rose (Delta Damascone,) Futuristic Florals, Ozonic Woods","Dry Woods, Benzoin, Tonka Bean, Dripping Honey",Day,Unisex
314,HRMN-0314,Beige 96,Mine. Perfumery,320800,50,EDP,"Juniper Berry, Skin Accord, Musk Mallow","Suede, Rose","Sandalwood, Vetiver, Orange, Clary Sage",Versatile,Unisex
315,HRMN-0315,Miracle in Scent,Fordive,299000,50,XDP,"Pink Pepper, Violet Leaf, English Rose","Orchid, Nutmeg, Raspberry","Leather, Ink, Tonka Bean, Musk",Versatile,Unisex
316,HRMN-0316,Royal,Fordive,279000,100,EDP,"Pineapple, Mint","Incense, Cumin, Jasmine","Caramel, Amber, Tobacco",Night,Male
317,HRMN-0317,Utopia,Fordive,249000,100,EDP,"Rhubarb, Grapefruit","Cherry, Vanilla, Cinnamon","Cashmere Wood, Virginia Cedarwood, Amber",Versatile,Female
318,HRMN-0318,Fordive 1970,Fordive,279000,100,EDP,"Pink Pepper, Juniper, Violet, Grapefruit","Cinnamon, Sage, Vanilla","Amber, Tonka Bean, Toffee, Oak",Night,Male
319,HRMN-0319,Atlantis,Fordive,249000,100,EDP,"Grapefruit, Black Currant, Sea Salt","Lily of the Valley, Pine, Jasmine","Amber, Praline",Day,Unisex
320,HRMN-0320,Feeling Good,Fordive,249000,100,EDP,"rasberry, peony","candy, ambery","praline, musky, floral",Night,Female
321,HRMN-0321,Echoes Of Aqua,Nostalgy,299000,50,EDP,"Apple, Bergamot, Orange, Ginger","Orange blossom, George, Pineapple","Ambroxan, Akigalawood, Cedar, Musk",Versatile,Unisex
322,HRMN-0322,Nocturnal Oud,Nostalgy,290000,50,XDP,"Saffron, Cardamom, Coriander, Pink Pepper, Raspberry","Leather, Jasmine Sambac, Orris, Vanilla, Orange Flower","Musk, Vanilla, Amber, Cedarwood, Coconut",Night,Unisex
323,HRMN-0323,Rose in the Attic,Nostalgy,280000,50,XDP,"Bulgarian Rose, Saffron, Bergamot","Agarwood, Sandalwood, Vetiver","Amber, Musk, Cedar",Night,Unisex
324,HRMN-0324,Tranquil Corner,Nostalgy,280000,50,XDP,"Green Tea Leaves , Petitgrain, Mandarin Orange","Jasmine, Muguet, Orange Blossom, iris","White Chocolate, Musk, Moss , Cedar, Vetiver",Day,Unisex
325,HRMN-0325,Ginger Pandan Bread,Nostalgy,289999,50,EDP,"Ginger, Pandan Leaf","Rice, Coconut Milk","Brown Sugar, Vanilla",Versatile,Unisex
326,HRMN-0326,Fleur Du Glace,Nostalgy,290000,50,XDP,"moringa, acassia, bergamote, honeysuckle","Iris, Jasmine, Tuberose, Gardenia","Vanilla, Coconut Milk, Sandalwood, Musk",Day,Unisex
327,HRMN-0327,Winter in Rovaniemi,Nostalgy,290000,50,XDP,"Bergamot, Ylang Ylang, Almond","Rose, Iris, Opoponax, Cardamom","Vanilla, Amber, Patchouli, Musk, Tonka Bean",Night,Unisex
328,HRMN-0328,Teh Sereh,Nostalgy,289999,50,XDP,"Black Tea, Chammomile, Orange","Lemongrass, Jasmine","Cedar, Bergamot, Musk",Day,Unisex
329,HRMN-0329,Summer in Holland,Nostalgy,279999,50,XDP,"Lemon, Calabrian Bergamot, Orange Peel, Rhuburb, Mint","Pink Tulip, Jasmine, Carnation ,Neroli, Ambroxan, Citron","Green Notes, Chinese Black Tea, Amber, Freesia, Vetiver",Day,Unisex
330,HRMN-0330,Profane Pleasure,Nostalgy,280000,50,XDP,"Chocolate Truffle, Dark Chocolate, Tobacco Leaf , Spices","Cacao Pod, Vanilla, Tonka Bean, Tobacco Blossoms","Cloves , Dried Fruits, Woody Notes, Musk",Night,Unisex
331,HRMN-0331,Burlesque Night,Nostalgy,368000,50,EDP,"Neroli, Black Pepper, Cardamom","Iris, Violet, Geranium, Mate","Amber, Sandalwood, Cedar, Patchouli",Night,Unisex
332,HRMN-0332,Violet Vonce,Verbena,150000,100,EDP,"Pink Pepper, Black Currant, Pear","Rose, Osmanthus, Jasmine","Woody, Caramel, Amber",Versatile,Female
333,HRMN-0333,Strawberry Float,Verbena,150000,100,EDP,"Orange, White pepper, Blackcurrant, Blackberry","Strawberry, Violet, Lily of the Valley, Jasmine","Amber, Moss, Vanilla, Caramel",Versatile,Female
334,HRMN-0334,Thriverail,Verbena,75000,50,EDP,"Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant, Mandarin Orange, Lemon","Violet, Jasmine","Musk, Vanilla, Cashmeran, Woody Notes, Oakmoss, Amber, Patchouli",Versatile,Female
335,HRMN-0335,Snowdrop,Verbena,150000,100,EDP,"Orange Blossom, Bergamo","Tuberose, Indian Jasmine","Madagascar Vanilla, White Musk",Versatile,Female
336,HRMN-0336,Secret Noir,Verbena,150000,100,EDP,"Pear, Pink Pepper, Orange Blossom","Coffee, Jasmine, Bitter Almond, Licorice","Vanilla, Patchouli, Cedar, Cashmere Wood",Night,Female
337,HRMN-0337,Miss World,Verbena,150000,100,EDP,"Litchi, Rhubarb, Bergamot, Nutmeg","Turkish Rose, Peony, Musk, Petalia, Vanilla","Cashmeran, Cedar, Haitian Vetiver, Incense",Versatile,Female
338,HRMN-0338,Suga Bourbon,Unke Naru,269000,50,XDP,"Lychee, Tropical Fruits","Peony, Rose","Sugar Vanilla, Woody Notes",Versatile,Unisex
339,HRMN-0339,Jenggala,Unke Naru,269000,50,XDP,"Bergamot, Pomelo, Cinnamon, Clove","Lavandin, Geranium, Coconut","Cedarwood, Vanilla, Balsamic, Amber",Night,Unisex
340,HRMN-0340,Ayodhya,Unke Naru,269000,50,XDP,"Rose, Blackcurrant, Lavender","Jasmine, Cedarwood, Musk",Lily of the valley,Day,Unisex
341,HRMN-0341,Kala Jingga,Unke Naru,269000,50,XDP,"Mandarin, Wallflower, Lemon, Sweet Orange","Frangipani, Violet, Tuberose","Vetiver, Cedarwood",Day,Unisex
342,HRMN-0342,Tesso Nilo,Unke Naru,269000,50,XDP,"Bergamot, Juniper Berry, Cypress","Rose, Jasmine, Cedarwood",Guaiacwood,Day,Unisex
343,HRMN-0343,Shower of Spring,Unke Naru,378000,100,EDP,"Green Apple, Blackcurrant, Plum","Rose, Violet, Sambac Jasmine","Vetiver, Sandalwood, Musk",Day,Unisex
344,HRMN-0344,Cocoa Mint,Unke Naru,378000,100,EDP,"Hazelnut, Strawberry","Cocoa Bean, Peppermint","Vanilla, Milk chocolate",Day,Unisex
345,HRMN-0345,Berry Brûlée,Unke Naru,378000,100,EDP,"Blackcurrant, Blueberry",Cheesecake,White Musk,Day,Unisex
346,HRMN-0346,For Me,Unke Naru,589000,100,EDP,"Apple Blossom, Cinnamon Flower, Styrax Gum","Rose, Cedarwood, Sambac Jasmine","White Musk, Sandalwood, Cashmere Wood",Versatile,Unisex
347,HRMN-0347,PERSIAN LEATHER,MOEN,288000,50,EDP,"Geranium, Rosemary, Bergamot, Green notes","Rose, Clove, Cinnamon, Osmanthus, Incense","Leather, Patchouli, Vetiver, Sandalwood, Cedar, Amber",Night,Male
348,HRMN-0348,Golden Poetry,MOEN,388000,50,EDP,"Pistachio, White Peach, Bergamot","Tuberose, Ylang-Ylang, Jasmine, Orange Blossom, Lily-of-the-Valley",Coconut Amber Ambroxan Vanilla,Versatile,Female
349,HRMN-0349,MOON,MOEN,388000,100,EDP,"Cardamom, Frankincense, Oud","Rose, Sandalwood, Sichuan Pepper, Vetiver","Amber, Birch, Tonka Bean, Vanilla",Versatile,Unisex
350,HRMN-0350,CLOUDS,MOEN,288000,50,EDP,"Aldehydes, Iris, Daisy, Carrot","Water notes, Clary Sage, Turkish Rose","Woody notes, Green, Musk",Versatile,Unisex
351,HRMN-0351,THE MYTH,MOEN,288000,50,EDP,"Fennel, Bergamot, Vetiver","Myrrh, Olibanum, Cedar, Rosemary","Benzoin, Vanilla, Musk",Night,Unisex
352,HRMN-0352,Eminences,MOEN,258000,50,EDP,"Calabrian Bergamot, Ginger","Water notes, Sage, Geranium","Ambroxan, Amber",Versatile,Unisex
353,HRMN-0353,Mindfulness,MOEN,258000,50,EDP,"Verbena, Iris, Lavender","Mint, Cardamom, Violet","Papyrus, Leather, Sandalwood, Amber, Cedar",Versatile,Unisex
354,HRMN-0354,SACRED SPICES,MOEN,288000,50,EDP,"Tobacco leaf, Cognac, cloves","Tonka bean, cinnamon, vanilla, cacao","Vanilla, Sandalwood",Night,Unisex
355,HRMN-0355,GREEN ROSE,MOEN,288000,50,EDP,"Cassis, Blackcurrant leaf","Saffron, Turkish Rose","Musk, Cedar, Ambergris",Versatile,Unisex
356,HRMN-0356,HEDONE,MOEN,288000,50,EDP,"Pear, Tangerine","Neroli, Jasmine","Vanilla, Amber, Whitemusk",Versatile,Female
357,HRMN-0357,Morning Tea,MOEN,288000,50,EDP,"Tuberose, Leaf, White tea","Jasmine, Camelia","Musk, Pink pepper",Day,Female
358,HRMN-0358,SALTED WHISPER,MOEN,288000,50,EDP,"Sage, grapefruit",Sea salt,Ambrette,Day,Unisex
359,HRMN-0359,Jammy,MOEN,288000,50,EDP,"Citrus, Iris","Leaves, Bergamot","Musk, Ambergris, Sandalwood",Day,Female
360,HRMN-0360,SHE,MOEN,288000,50,EDP,Almond and Wild Cherry,"Sour Cherry, Rose, Plum","Tonka bean, Vanilla, Cinnamon, Sandalwood, Patchouli, Vetiver",Night,Female
361,HRMN-0361,Noble,HINT,199000,50,EDP,"tuberose, tulip, green","muguet, ylang ylang, jasmine, fruity","musk, sandalwood, vetiver",Versatile,Unisex
362,HRMN-0362,Resurrect,HINT,179000,50,EDP,"bergamot, lavender, cypress","watery, frankincense","musk, suede, oakmoss",Day,Unisex
363,HRMN-0363,Noble,HINT,229000,50,XDP,"tuberose, tulip, green","muguet, ylang-ylang, jasmine, fruity","musk, sandalwood, vetiver",Versatile,Unisex
364,HRMN-0364,Metaverse,HINT,229000,50,EDP,"ginger, aldehydes, red fruits","jasmine, orange blossom, tuberose","patchouli, incense, vanilla, honey, vetiver",Day,Unisex
365,HRMN-0365,Realm,HINT,179000,50,EDP,"citrus, apple blossom","rose, orange blossom, freesia","amber, musk, patchouli",Day,Unisex
366,HRMN-0366,Ultimate,HINT,229000,50,EDP,"Bergamot, Marine, Orange Bitter, Cypress","Pink Peppercorn, Green Stems, Cedarwood","Dry Amber, Patchouli, Moss, Musk",Versatile,Unisex
367,HRMN-0367,Delicate,HINT,189000,50,EDP,"Geranium, Nagarmotha (Cypriol), Green Notes, Pink Pepper","Raspberry, Magnolia, Rose","Musk, Amber, Woody Notes, Patchouli",Day,Unisex
368,HRMN-0368,Mintea,HINT,229000,50,EDP,"bergamot, tea, mint","sage, bigarade","sandalwood, musky, wood",Day,Unisex
369,HRMN-0369,Zencha,HINT,229000,50,EDP,"lemon, orange, pink pepper","sencha, sage clary, orris","vetiver, cedarwood, tonka bean, musk",Day,Unisex
370,HRMN-0370,Jeans,HINT,229000,50,EDP,"mandarin, pink peppercorn, rose","cedarwood, patchouli","vanilla, amber",Night,Unisex
371,HRMN-0371,Cotton,HINT,229000,50,EDP,"bergamot, aldehyde, ozone, freesia, verbena","peony, muguet, gardenia, orris, rose","musk, vanilla, sandalwood, cedarwood, amber",Day,Unisex
372,HRMN-0372,Silk,HINT,229000,50,EDP,"bergamot, silk, black pepper","orchid, lily pink, orange blossom","patchouli, cashmere musk, white amber",Day,Unisex
373,HRMN-0373,Velvet,HINT,229000,50,EDP,"Mandarin, Cinnamon Bark. Almond","Rose, Orange blossom, Amber","sandalwood, Tonka Bean, Vanilla",Night,Unisex
374,HRMN-0374,Naked,HINT,229000,50,EDP,"bergamot, pear, orange flower","rose, tuberose, spicy","patchouli, sandalwood, guaiac, oud",Night,Unisex
375,HRMN-0375,Leather,HINT,229000,50,EDP,"cardamom, violet","leather, orris, cedarwood","amber, sandalwood, musk",Versatile,Unisex
376,HRMN-0376,Identity,HINT,119400,50,EDP,"lemon, ozonic, melon","watery, geranium, lily of the valley","amber, patchouli, sea-moss, sandalwood",Day,Unisex
377,HRMN-0377,Dragon,HINT,159400,50,EDP,"bergamot, eucalyptus, lemon, african orange flower","bamboo leaf, lotus, water, violet, jasmine, cyclamen","amber, cedarwood, rosewood, musk, vetiver",Night,Unisex
378,HRMN-0378,Epitome,HINT,179000,50,EDP,"bergamot, cardamom, pepper, mint","fig, coconut milk, basil","Atlas cedarwood, patchouli, ambery",Day,Unisex
379,HRMN-0379,Miracle,Lelido,138000,100,XDP,"Magnolia Petals, Litchi, Tangerine","Hortensia, Vanilla Orchid, Peony","Cashmere musk, Woody notes, Apricots",Versatile,Female
380,HRMN-0380,Night Swim,Lelido,195000,100,EDP,"Pink Pepper, Apple, Pear","Rose, Raspberry, Leather","Patchouli, Musk, Amber",Versatile,Unisex
381,HRMN-0381,Secret Delice,Lelido,195000,100,EDP,"Pomegranate, Grapefruit, Pepper, Green Notes","Orchid, Pear, Lotus, Peony, Ginger, Neroli","Cedar, Fir Resin",Versatile,Unisex
382,HRMN-0382,Ariana,Lelido,195000,100,EDP,"Mandarin Orange, Bergamot,Grapefruit","Orange Blossom, Raspberry,Black Currant","Whipped Cream, Marshmallow, Musk, Ambrette",Versatile,Female
383,HRMN-0383,Bacca Noir,Lelido,195000,100,EDP,"Saffron, Jasmine","Amberwood, Ambergris","Cedar, Fir Resin",Night,Female
384,HRMN-0384,Diora,Lelido,80000,30,EDP,"Green, Neroli, Ylang-Ylang","Jasmine, Rose, Marine","Sandalwood, Musky, Peach",Versatile,Unisex
385,HRMN-0385,Eternal Love,Versant,110000,30,EDP,"Orange Blossom, Jasmine Tea",Musk,"Jasmine, Vanilla",Versatile,Female
386,HRMN-0386,Gentleman,Versant,110000,30,EDP,"Chesnut, Smoke",Lavender,Vanilla,Night,Male
387,HRMN-0387,Liberum,Versant,110000,30,EDP,"Sea Notes, Grapefruit","Bay Leaf, Jasmine","Oakmoss, Woody",Versatile,Male
388,HRMN-0388,Hearth and Mantel,Scentrum,389000,50,EDP,"Blackcurrant, Gardenia, Spices, Coconut","Amber, Sandalwood, Ylang-ylang","Chocolate, Cedar, Patchouli",Night,Female
389,HRMN-0389,"Silk, Velvet, and Brocade",Scentrum,389000,50,EDP,"Lime, Pink Pepper, Elemi","Rose, Amber, Suede accord","Musk, Cedar, Vetiver",Night,Male
390,HRMN-0390,Monet is a Gardener,Scentrum,389000,50,EDP,"Orange, Green Notes, Magnolia","Tuberose, Jasmine, Neroli","Amber, Sandalwood, Musk",Day,Female
391,HRMN-0391,Moorland Heathers,Scentrum,389000,50,EDP,"Bergamot, Grapefruit, Pink Pepper, Cucumber","Violet, Carnation, Mimosa","Vanilla, Powdery, Balsam",Day,Female
392,HRMN-0392,Beautiful Day,Rossa Beauty,175000,50,EDP,"melon, redberries, tropical fruits","Waterlily, peony","sandalwood,velvet musk",Day,Female
393,HRMN-0393,Day Dream,Rossa Beauty,175000,50,EDP,"lemongrass, orange",neroli rose,"Patchouli, vanille, white musk",Day,Female
394,HRMN-0394,Sorrow and Joy,Unite as One,220000,50,EDP,"Tangerine, Elemi Gum","Violet, Iris, Lilac","Tonka Beans, Vanilla, Musk",Day,Female
395,HRMN-0395,As We Hustle,Unite as One,220000,50,EDP,"Bergamot, Galbanum, Blackcurrant","Apple, Cedarwood","Sandalwood, Musk, Amber",Day,Male
396,HRMN-0396,The Missing Puzzle,Unite as One,240000,50,EDP,"Blackcurrant, Bergamot","Patchouli, Jasmine","Musk, Amber, Moss",Day,Unisex
397,HRMN-0397,Impreal Night,AromaRo,249000,100,EDP,"Cardamon, Bergamot","Lavender, Iris, Cinnamon","Vanilla, Amberwood, Tonka Bean, Sandalwood",Night,Male
398,HRMN-0398,EDP,AromaRo,249000,100,EDP,Boozy Accord,"Cinnamon, Tonka Bean, Oak","Praline, Vanilla, Sandalwood",Night,Unisex
399,HRMN-0399,Aroma Cha,AromaRo,249000,100,XDP,"Bergamot, Orange, Mandarin, Petitgrain","Oolong Tea, Nutmeg, Musk","Fig, Woody Notes, Musk",Versatile,Unisex
400,HRMN-0400,Soleil,TEMPT,299999,50,EDP,Rose,Smooth musk,"Woody, Resin",Versatile,Female
401,HRMN-0401,Chleon,TEMPT,299999,50,EDP,"Cognac, Raspberry Blossom, Turkey Red Rose","Cinnamon, Pink Pepper, Mandarin Orange","Sandalwood, Amber, Musk",Versatile,Female
402,HRMN-0402,Patheon,TEMPT,299999,50,EDP,"Leather, Saffron, Vetiver","Agarwood, Figleaves, Patchoulli","Musk, Vanilla, Geranium",Night,Male
403,HRMN-0403,Chevalier,TEMPT,299999,50,EDP,"Green Tea, Orange Blossom, Lemongrass","Jasmine, Neroli",Matcha,Day,Unisex
404,HRMN-0404,Delicate Tea,Auctus,239000,33,XDP,"grapefruit, lemon, bergamot","earl grey tea, jasmine, tuberose","sugar, ambergis scented, musk",Versatile,Unisex
405,HRMN-0405,Sunkissed Sea,Auctus,229000,33,XDP,"lemon, bergamot, vanila blossom","coconut, cyclamen","cedarwood, musk, vanila, amber",Day,Unisex
406,HRMN-0406,BeGin Again,Amthra,219000,30,XDP,"Orange, Juniper Berries, Angelica","Pepper, Orris, Leather","Vetiver, Sugar, Cherry, Amber",Versatile,Unisex
407,HRMN-0407,Wine I’m With You,Amthra,249000,50,XDP,"Blackcurrant, Pink Pepper, Bergamot","Rose, Geranium","Patchouli, Moss, Vetiver",Night,Male
408,HRMN-0408,Burning Black,Amthra,289000,50,XDP,"Cardamom Explosion, Candied mandarin, Dried fruits","Tobacco Wafts, Addictive Honey, Ambery Rum, Cuban Coffee","Amber, Blond Leather, Patchouli, Tolu Balm",Night,Unisex
409,HRMN-0409,November Rain,Amthra,219000,30,EDP,"Green Notes, Bergamot, Pink Pepper","Rain notes, Watery Notes, Rose, Jasmine","Pine tree, Moss, Patchouli",Day,Unisex
410,HRMN-0410,Bubble Trouble,Amthra,219000,30,XDP,"Boba, Cardamom","Black Tea, Jasmine","Milk, Sugar",Day,Unisex
411,HRMN-0411,Red Lips,Amthra,219000,30,EDP,"Bergamot, Black Pepper, Orange Blossom","Iris, Lavender, May rose","White Musk, Guaic Wood, Patchouli",Versatile,Unisex
412,HRMN-0412,Mango Tango,Amthra,219000,30,XDP,"Mango, Cassis, Coconut, Pear","Vanille, Lilly of the valley, Freesia","Musk, Patchouli, Sandalwood, Ambroxan",Versatile,Female
413,HRMN-0413,Tea-amo,Amthra,249000,50,XDP,"Earl Grey, Apple, White Pepper","Jasmine, Champaka, Tuberose, White Tea, Lily Of The Valley","White Musk, Sandalwood, Honey",Versatile,Unisex
414,HRMN-0414,Matcha Punch,Amthra,249000,50,XDP,"clementine, orange, green tea","magnolia, ylang2, jasmine, matcha, milk","vanilla, benzoin, white chocolate",Day,Unisex
415,HRMN-0415,You Drive Me Nutty,Amthra,249000,50,XDP,"Almond Milk, Ambretta, Musk mallow","Iris, Freesia","Tuberose, Vanila, Tonka Bean, Musk",Versatile,Female
416,HRMN-0416,Amthra X Hungry For Skincare,Amthra,289000,50,XDP,"Pistachio, Hazelnut, Cassis","Peony, Muguet, Jasmine","Maltol, Vanilla",Versatile,Female
417,HRMN-0417,Teenage Dream,Fleurie,90000,35,EDP,"Apple , Lemon , Galbanum , Grapefruit , Cassis","Muguet , Violet , Passionfruit , Peach , Orange Flower","Musk , Moss , Gourmand",Day,Female
418,HRMN-0418,Italian Chic,Fleurie,90000,35,EDP,"Jasmine , Tuberose , Ylang , Lily","Marine Notes , Green Leaves , Fruity","Sandalwood , Musk , Amber",Versatile,Female
419,HRMN-0419,Eau De Rose,Fleurie,90000,35,EDP,"Lemon , Lime , Bergamot , Mandarin , Blackcurrant , Green Apple , Rhubarb , Marine","Jasmine , Violet , Peach","Patchouli , Amber",Day,Female
420,HRMN-0420,Sweet Strawberry,Evangeline,50000,100,EDP,"Strawberry, Pineapple, Fresh Kiwi","Blueberry, Plum, Fresh Flowers, Violet","Caramel, Vanilla Beans",Day,Female
421,HRMN-0421,Summer Peach,Evangeline,50000,100,EDP,"White Peach, Orange Juice, Pink Grapefruit","May Rose, Blackcurrant, Crisp Pear","Lily Flower, White Musk",Day,Female
422,HRMN-0422,Sugar Biscuit,Evangeline,50000,100,EDP,"Green Apple, Cinnamon, Almond","Coconut, Butter, Cookie Accord","Vanilla Beans, Musk",Day,Female
423,HRMN-0423,Royal Lavender,Evangeline,50000,100,EDP,"Apple, Green Notes, Pine, Rosemary","Lavender, Eucalyptus, Geranium","Sage, Musk, Tobacco",Night,Female
424,HRMN-0424,Orange Citrus,Evangeline,50000,100,EDP,"Pineapple, Orange, Grapefruit","Lily of The Valley, Jasmine, Green Apple","Vetiver, Cedarwood, Cashmere Wood",Day,Female
425,HRMN-0425,Mango Temptation,Evangeline,50000,100,EDP,"Mango, Apricot, Cassis Bud","Mango, Ozonic, Apple","Musky, Ambery, Vanilla",Day,Female
426,HRMN-0426,Juicy Pear,Evangeline,50000,100,EDP,"Strawberry, Peach, Pear",Jasmine,"Balsamic, Vanilla, Musky",Day,Female
427,HRMN-0427,Green Tea,Evangeline,50000,100,EDP,"Bergamot, Tangerine, Tea Accord","Muguet, Jasmine, Fig leaves","Green Moss, Musk, Woody, Ambery",Day,Female
428,HRMN-0428,Cherry Blossom,Evangeline,50000,100,EDP,"Bergamot, Green Leaves","Rose Petals, Cherry, Apple, Jasmine, Lily of The Valley","Musk, Sandalwood,Vanilla",Day,Female
429,HRMN-0429,Raw Almond,Evangeline,50000,100,EDP,"Butter Accord, Grapefruit, Pear, Mandarin","Orange Blossom, Lily of The Valley, Jasmine, Peach","Sandalwood, Musks, Vanilla, Caramel",Day,Female
430,HRMN-0430,Coconut Fantasy,Evangeline,50000,100,EDP,"Coconut, Cucumber, Floral","Heliotrope, Milky, Gourmand, Solar Notes, Coumarin","Vanilla Beans, Sandalwood, Patchouli Essence, Virginia Cedar, Musks",Day,Female
431,HRMN-0431,Black Vanilla,Evangeline,50000,100,EDP,"Vanilla, Coconut, Citrus","Vanilla, Peach, Floral","Vanilla, Ambery",Night,Female
432,HRMN-0432,White Musk,Evangeline,50000,100,EDP,"Pear, Violet, Almond","Rose, Carnation, Lily Of The Valley","Patchouli, Vanilla, Musky, Moss",Day,Female
433,HRMN-0433,Violet Musk,Evangeline,50000,100,EDP,"Bergamot, Red Berries, Apple","Sugared Rose, Tuberose, Raspberry","Musky, Vanilla, Sandalwood",Night,Female
434,HRMN-0434,Red Musk,Evangeline,50000,100,EDP,"Dill, Pear Skin, Yuzu, Aldehyde, Cosmetic, Anise, Fruity","Musk, Violet Petal, Rose Bud, Rose, Lilac, Lily Of The Valley, Spice","Vanilla, Almond, Rice Powder, Sandalwood, Powdery, Vanilla, Musk Blends",Night,Female
435,HRMN-0435,Blue Musk,Evangeline,50000,100,EDP,"Yuzu, Pomegranate, Watery Notes","Lotus, Magnolia, Peony","Musk, Mahogany, Amber",Night,Female
436,HRMN-0436,Black Musk,Evangeline,50000,100,EDP,"Pear, Pink Pepper, Bergamot","Heliotrope, Marzipan, Almond, Ylang Ylang, Licorice","Musky, Patchouli, Vetiver, Chocolate",Night,Female
437,HRMN-0437,Purple Sakura,Evangeline,50000,100,EDP,"Lime Blossom, Spearmint, Strawberry","Powdery, Tolu, Rose Essence","Amberwood, Musk",Day,Female
438,HRMN-0438,Zodiac Aquarius ,Evangeline,41500,50,EDP,"Apple, Peach, Freesia","Muguet, Mimosa, Jasmine, Tuberose","Sandalwood, ylang ylang, Oakmoss, musk",Day,Female
